pl_name,hostname,discoverymethod,is_transit,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_dens,pl_orbeccen,pl_eqt,pl_insol,st_teff,st_rad,st_mass,st_met,st_logg,sy_dist,sy_snum,sy_pnum
TOI-2346 b,TOI-2346,Transit,1,3.3312029,0.0473,16.11851425,394.10722468,0.52,0.086,1689.0,1360.0,6480.0,1.38,1.271,-0.03,4.265,437.484,1,1
HIP 113103 b,HIP 113103,Transit,1,7.610303,0.06899,1.829,4.0,3.59,0.17,721.0,,4930.0,0.742,0.761,-0.1,4.6,46.2122,1,2
HD 28109 d,HD 28109,Transit,1,84.2899,0.411,3.11,5.8,1.1,0.0054,561.0,17.3745,6189.0,1.425,1.227,0.1,4.25,139.611,1,3
WASP-136 b,WASP-136,Transit,1,5.21536178778,0.0661,16.81347105,479.92089457,0.583527,0.0,1630.0,1843.4633,6250.0,2.39014,1.41,-0.18,3.9,275.587,1,1
TOI-1439 b,TOI-1439,Transit,1,27.644,0.192,4.2427861,38.5,2.76,0.157,748.4,68.4355,5841.0,1.6184,1.2313,0.226,4.106,230.306,1,1
K2-415 b,K2-415,Transit,1,4.0179694,0.027,1.015,7.5,,,412.4,4.82,3173.0,0.1965,0.1635,-0.13,5.066,21.8182,1,1
WASP-185 b,WASP-185,Transit,1,9.38755,0.0904,14.01125,311.4734,0.66,0.24,1160.0,662.3252,5900.0,1.5,1.12,-0.02,4.13,279.35,1,1
Kepler-365 c,Kepler-365,Transit,1,17.784129,0.137,1.64,3.33,4.15,0.0,729.0,66.87,6012.0,1.048,1.02,-0.218,4.434,1038.99,1,2
Kepler-220 c,Kepler-220,Transit,1,9.034199,0.076,1.57,3.09,4.39,0.0,586.0,37.321,4632.0,0.666,0.729,-0.1738,4.652,171.109,1,4
Kepler-487 d,Kepler-487,Transit,1,2.418390036,0.03445,2.77513568,8.12,2.09,0.0,1226.0,550.8,5422.0,0.887,0.874,0.02,4.484,872.343,1,3
TOI-1634 b,TOI-1634,Transit,1,0.9893455,0.01545,1.773,7.57,7.6,0.0,924.0,121.0,3472.0,0.45,0.451,0.19,4.787,35.2736,2,2
K2-266 c,K2-266,Transit,1,7.814,0.0679,0.705,0.29013072,4.55,0.042,664.5,32.4,4285.0,0.703,0.686,-0.12,4.581,77.5586,2,4
HD 110067 g,HD 110067,Transit,1,54.76992,0.2621,2.607,8.4,,,440.0,,5266.0,0.788,0.798,-0.2,4.54,32.1585,3,6
TOI-1696 b,TOI-1696,Transit,1,2.500311,0.0229,3.09,48.8,9.44,0.0,489.0,13.5,3185.0,0.2775,0.255,0.336,4.959,64.9172,1,1
Kepler-522 b,Kepler-522,Transit,1,38.58422849,0.25029,6.91,38.2,0.636,0.0,761.0,63.855,6392.0,1.98,1.54,0.41,4.04,639.239,1,1
K2-199 c,K2-199,Transit,1,7.3744897,0.0662,2.85,12.4,2.9,0.03,694.0,38.6,4491.0,0.682,0.711,-0.01,4.64,107.518,1,2
TOI-3688 A b,TOI-3688 A,Transit,1,3.246075,0.0456,13.08088048,311.47183886,0.76,0.0,1534.0,924.3,5950.0,1.302,1.199,0.262,4.288,396.378,2,1
TOI-1723 b,TOI-1723,Transit,1,13.727012643,0.113496,3.435,10.4,1.6,0.0,782.98,92.36,5777.0,1.09,1.04,0.159,4.38,100.727,1,1
Kepler-670 b,Kepler-670,Transit,1,2.816504852,0.0383,13.18,,,0.0,1219.0,528.223,5709.0,0.99,0.99,0.07,4.44,939.744,1,1
Kepler-196 b,Kepler-196,Transit,1,20.739886,0.138,1.9,4.27,3.42,0.0,536.0,20.735,5128.0,0.782,0.839,0.03,4.566,451.312,1,3
Kepler-221 c,Kepler-221,Transit,1,5.690586,0.059,2.93,9.3,1.94,0.0,860.0,119.836,5243.0,0.821,0.854,0.0616,4.543,385.231,1,4
Kepler-163 c,Kepler-163,Transit,1,21.347262,0.152,2.26,5.73,2.73,0.0,648.0,30.238,5776.0,0.917,0.882,0.1412,4.524,689.814,1,2
Kepler-97 c,Kepler-97,Radial Velocity,0,789.0,,,344.0,,,,,5779.0,0.98,0.94,-0.2,4.43,400.907,1,2
Kepler-407 c,Kepler-407,Radial Velocity,0,3000.0,3.27090369,12.3,4000.0,11.8,0.221479,,,5476.0,1.01,1.0,0.33,4.426,338.368,1,2
Kepler-427 b,Kepler-427,Transit,1,10.290994,0.091,13.79,92.17,0.16,0.57,1100.0,208.721,5800.0,1.35,0.96,-0.19,4.14,1017.8,1,1
TOI-5728 b,TOI-5728,Transit,1,11.49761,,1.31,2.27,5.55,,382.0,3.512,3419.0,0.37,0.36,-0.12,4.84899,54.7045,1,1
TOI-1246 c,TOI-1246,Transit,1,5.904137,0.061,2.45109846,9.1,3.39,0.0,862.49,129.0,5213.0,0.8649,0.8889,0.168,4.51,169.422,1,4
WASP-148 c,WASP-148,Radial Velocity,0,34.524,0.2044,13.9,124.58873554,0.255,0.1809,590.0,,5555.0,0.912,0.954,0.099,4.496,246.353,1,2
Kepler-207 d,Kepler-207,Transit,1,5.868075,0.068,3.31,11.0,1.67,0.0,1254.0,732.604,5920.0,1.588,1.313,0.29,4.129,875.519,1,3
Kepler-245 b,Kepler-245,Transit,1,7.49019,0.071,2.57,146.78,0.12,0.0,753.0,77.749,5100.0,0.795,0.856,0.12,4.56,861.527,1,4
Kepler-208 b,Kepler-208,Transit,1,4.22864,0.054,1.63,3.29,4.17,0.0,1379.0,639.576,6092.0,1.314,1.082,-0.0423,4.265,775.328,1,4
Kepler-246 b,Kepler-246,Transit,1,4.60182,0.052,2.34,6.08,2.61,0.0,896.0,141.613,5206.0,0.831,0.853,0.2,4.557,626.078,1,2
Kepler-179 c,Kepler-179,Transit,1,6.40013,0.064,2.0,4.66,3.2,0.0,810.0,115.983,5302.0,0.759,0.893,0.12,4.613,605.68,1,2
Kepler-226 c,Kepler-226,Transit,1,5.349555,0.058,2.27,45.2,21.2,0.0,919.0,180.513,5571.0,0.802,0.904,0.09,4.586,980.138,1,3
Kepler-113 b,Kepler-113,Transit,1,4.754,0.05123,1.82,11.7,10.73,0.0,775.0,105.333,4725.0,0.69,0.75,0.05,4.636,262.351,1,2
Kepler-48 d,Kepler-48,Transit,1,42.8961,0.23302,2.04,7.93,5.08,0.0,448.0,9.292,5194.0,0.89,0.88,0.17,4.487,306.738,1,5
Kepler-199 b,Kepler-199,Transit,1,23.637604,0.158,3.11,9.85,1.8,0.0,595.0,31.679,5644.0,0.967,0.96,0.0,4.438,521.054,1,2
Kepler-237 c,Kepler-237,Transit,1,8.103636,0.071,2.08,4.98,3.04,0.0,687.0,60.642,4861.0,0.725,0.696,0.22,4.583,657.822,1,2
HD 181234 b,HD 181234,Radial Velocity,0,7593.40512,7.427,12.5,2980.91262925,8.39,0.726,,,5386.0,1.059423,0.94,0.32,4.374546,47.7458,1,1
Kepler-247 c,Kepler-247,Transit,1,9.439452,0.084,4.09,15.7,1.26,0.0,686.0,53.899,5100.0,0.768,0.887,0.3,4.608,663.711,1,3
Kepler-161 b,Kepler-161,Transit,1,4.921355,0.054,2.12,2.63,0.45,0.0,868.0,123.4,5078.0,0.806,0.853,0.24,4.553,434.632,1,2
Kepler-153 b,Kepler-153,Transit,1,18.870227,0.129,2.92,8.85,1.95,0.0,621.0,21.609,5404.0,0.892,0.756,-0.27,4.446,459.368,1,2
Kepler-106 b,Kepler-106,Transit,1,6.16486,0.06491,0.82,5.3,,0.0,1021.0,277.216,5858.0,1.04,1.0,-0.12,4.407,444.322,1,4
Kepler-100 d,Kepler-100,Transit,1,35.3331,0.21747,1.61,3.0,2.695922,0.38,670.0,53.981,5825.0,1.49,1.08,0.02,4.125,304.645,1,4
Kepler-274 b,Kepler-274,Transit,1,11.634788,0.101,1.54,2.99,4.5,0.0,961.0,147.812,6023.0,1.007,0.883,-0.2112,4.44,1333.62,1,2
Kepler-312 b,Kepler-312,Transit,1,1.772419,0.031,1.29,2.21,5.66,0.0,1685.0,4124.022,6115.0,1.467,1.314,0.15,4.191,797.72,1,2
Kepler-211 c,Kepler-211,Transit,1,6.04045,0.062,1.29,18.3,46.8,0.0,841.0,95.436,5123.0,0.816,0.867,0.151,4.547,309.353,1,2
Kepler-212 c,Kepler-212,Transit,1,31.805174,0.207,2.74,7.95,2.12,0.0,664.0,54.662,5852.0,1.455,1.166,0.22,4.182,687.194,1,2
Kepler-228 d,Kepler-228,Transit,1,11.094286,0.101,4.04,15.4,1.28,0.0,835.0,122.778,6043.0,1.014,1.006,0.18,4.467,1644.61,1,3
HD 27894 d,HD 27894,Radial Velocity,0,5019.54244,5.362,12.7,2063.65984665,5.54,0.343,,,4875.0,0.891767,0.81,0.3,4.22,43.8214,1,3
Kepler-230 b,Kepler-230,Transit,1,32.625555,0.191,4.26,16.8,1.19,0.0,506.0,11.816,5588.0,0.817,0.784,-0.21,4.551,740.754,1,2
TOI-444 b,TOI-444,Transit,1,17.9636,0.133,2.77,8.1,2.09,,609.0,23.4694,5225.0,0.779,0.96,0.08,4.64,57.3973,1,1
TOI-2202 b,TOI-2202,Transit,1,11.9126075,0.09564,10.95117414,287.31687993,1.2,0.022,652.07,42.7254,5169.0,0.808,0.841,0.059,4.548,235.933,1,2
Wendelstein-2 b,Wendelstein-2,Transit,1,1.7522239,0.0234,12.9934728,232.33373,0.62,0.057,2470.0,282.3101,4591.0,0.66,0.73,,4.53128,565.541,1,1
LTT 3780 c,LTT 3780,Transit,1,12.252284,0.0757,2.39,8.04,3.24,0.024,359.0,2.76,3358.0,0.38,0.381,0.06,4.85,21.9814,2,2
Kepler-166 b,Kepler-166,Transit,1,7.650254,0.072,2.27,5.77,2.71,0.0,772.0,77.543,5413.0,0.742,0.811,-0.08,4.619,603.53,1,3
Kepler-181 c,Kepler-181,Transit,1,4.302149,0.049,1.99,4.62,3.22,0.0,937.0,168.188,5333.0,0.749,0.81,-0.04,4.619,609.283,1,2
Kepler-106 d,Kepler-106,Transit,1,23.9802,0.16063,0.95,8.1,,0.0,649.0,45.357,5858.0,1.04,1.0,-0.12,4.407,444.322,1,4
Kepler-131 c,Kepler-131,Transit,1,25.5169,0.17391,0.84,8.25,77.7,0.0,615.0,35.736,5685.0,1.03,1.02,0.12,4.417,228.678,1,2
Kepler-320 b,Kepler-320,Transit,1,8.371554,0.085,1.14,1.55,5.75,0.0,1292.0,280.559,6435.0,1.108,1.072,-0.1228,4.419,826.613,1,2
Kepler-169 e,Kepler-169,Transit,1,13.767102,0.105,2.2,5.48,2.83,0.0,595.0,28.548,4997.0,0.763,0.825,0.17,4.582,406.529,1,5
Kepler-249 c,Kepler-249,Transit,1,7.113702,0.058,1.51,2.89,4.61,0.0,429.0,12.529,3568.0,0.482,0.510238,-0.34,4.777,190.401,1,3
Kepler-174 b,Kepler-174,Transit,1,13.98179,0.1,1.96,4.5,3.28,0.0,553.0,24.418,4880.0,0.622,0.602,-0.56,4.679,384.757,1,3
Kepler-231 c,Kepler-231,Transit,1,19.271566,0.114,1.93,24.1,0.97,0.0,393.0,6.267,3767.0,0.49,0.58,-0.1,4.779,316.618,1,2
Kepler-197 c,Kepler-197,Transit,1,10.349695,0.09,1.23,5.3,15.7,0.08,930.0,189.965,6004.0,1.12,0.857,-0.441,4.304,330.575,2,4
Kepler-151 b,Kepler-151,Transit,1,15.228958,0.116,3.06,9.59,1.84,0.0,639.0,40.728,5460.0,0.83,0.87,0.1245,4.555,649.919,1,2
Kepler-241 b,Kepler-241,Transit,1,12.718092,0.094,2.33,6.04,2.62,0.0,562.0,23.6,4699.0,0.668,0.671,0.031,4.627,512.0,1,2
Kepler-232 b,Kepler-232,Transit,1,4.431222,0.054,3.08,9.69,1.82,0.0,1104.0,410.583,5847.0,0.968,0.97,0.03,4.495,1349.13,1,2
Kepler-233 b,Kepler-233,Transit,1,8.472382,0.077,2.43,6.48,2.48,0.0,751.0,85.131,5360.0,0.758,0.855,-0.09,4.614,856.417,1,2
Kepler-143 b,Kepler-143,Transit,1,16.007583,0.127,2.41,6.39,2.51,0.0,838.0,118.334,5848.0,1.359,0.982,-0.01,4.202,809.467,1,2
Kepler-332 d,Kepler-332,Transit,1,34.21154,0.189,1.18,1.76,5.89,0.0,427.0,7.253,4955.0,0.72,0.743,-0.13,4.611,344.19,1,3
HIP 9618 b,HIP 9618,Transit,1,20.772858,0.145,3.82838127,8.3,0.81,0.0,640.88,40.3,5649.0,0.9593,0.942,-0.018,4.445,67.5478,1,2
Kepler-10 b,Kepler-10,Transit,1,0.8374907,0.01685,1.47,3.24,5.54,0.0,2188.0,3741.78,5708.0,1.065,0.91,-0.15,4.344,185.506,1,3
Kepler-453 b,Kepler-453,Transit,1,240.503,0.7903,6.204,16.0,,0.0359,,,5527.0,0.833,0.944,0.09,4.571,442.846,2,1
TOI-1420 b,TOI-1420,Transit,1,6.9561063,0.071,11.89,25.1,0.082,0.17,957.0,139.0,5510.0,0.923,0.987,0.28,4.502,201.918,1,1
TOI-6109 b,TOI-6109,Transit,1,5.690476,0.0599,4.8704,21.1,1.0,,700.0,39.9451,5660.0,1.021,1.03,0.0895,4.45,151.738,1,2
GJ 367 d,GJ 367,Radial Velocity,0,34.369,,2.33,6.03,2.62,0.14,,,3522.0,0.458,0.455,-0.01,4.776,9.41263,1,3
HD 24040 c,HD 24040,Radial Velocity,0,515.4,1.3,9.35,63.88350981,0.429,0.11,,,5776.49,1.387296,1.10394,0.1971,4.197486,46.6224,1,2
KIC 3558849 b,KIC 3558849,Transit,1,1322.3,,6.9,38.1,0.637,,,,6175.0,1.01,0.98,-0.42,4.44,1215.7,1,1
HD 215152 c,HD 215152,Radial Velocity,0,7.28243,0.067393,,468.79690033,,0.0,,,4935.0,0.73,0.77,-0.1,4.4,21.5974,1,4
Kepler-440 b,Kepler-440,Transit,1,101.11141,0.242,1.86,4.12,3.52,0.34,229.0,1.2,4134.0,0.559,0.575,-0.3,4.706,301.03,1,1
WASP-154 b,WASP-154,Transit,1,3.811678,0.044,10.76062147,198.96058278,0.88,0.0,994.0,162.0,4774.0,0.823,0.8,0.2,4.47,215.501,1,1
TOI-1221 b,TOI-1221,Transit,1,91.68278,0.387,2.91,1112.3994245,,0.21,440.0,6.06,5592.0,1.031,0.93,0.06,4.38,138.411,1,1
Kepler-490 b,Kepler-490,Transit,1,3.268695154,0.0453,11.65,,,0.0,1597.0,1059.522,6045.0,1.12,1.08,-0.02,4.37,1523.0,1,1
TOI-5205 b,TOI-5205,Transit,1,1.630757,0.0199,11.6,343.0,1.21,0.02,737.0,49.0,3430.0,0.394,0.392,0.0,4.84,86.4493,1,1
TOI-1266 d,TOI-1266,Transit Timing Variations,0,32.509,0.1513,1.74,3.68,3.84,0.087,288.0,1.3,3563.0,0.4232,0.437,-0.109,4.826,36.0118,1,3
TOI-1670 b,TOI-1670,Transit,1,10.98462,0.103,2.06,41.31769291,8.6,0.59,1062.0,196.694,6170.0,1.316,1.21,0.09,4.29,168.067,1,2
HATS-66 b,HATS-66,Transit,1,3.1414391,0.04714,15.815899,1694.0339,2.34,0.064,1998.0,2637.0,6626.0,1.841,1.411,-0.017,4.057,1477.98,1,1
K2-13 b,K2-13,Transit,1,39.91488,0.2114,1.89,4.23,3.44,,511.0,22.8,5698.0,0.78,0.8,-0.54,4.33,342.394,1,1
KIC 8540376 b,KOI-7892,Transit,1,31.8099,,4.1,15.8,1.26,,,,6474.0,1.26,1.04,-0.16,4.31,1072.3,1,3
KIC 8540376 c,KOI-7892,Transit,1,75.2,,2.4,6.35,2.52,,,,6474.0,1.26,1.04,-0.16,4.31,1072.3,1,3
Kepler-436 b,Kepler-436,Transit,1,64.00205,0.339,2.73,7.9,2.13,0.19,322.0,1.69,4651.0,0.697,0.729,0.01,4.619,588.867,1,2
Kepler-186 f,Kepler-186,Transit,1,129.9441,0.432,1.17,1.71,5.87,0.04,177.0,0.3,3755.0,0.523,0.544,-0.26,4.736,177.594,1,5
Kepler-441 b,Kepler-441,Transit,1,207.2482,0.64,1.64,3.33,4.15,0.1,189.0,0.21,4340.0,0.55,0.572,-0.57,4.715,268.003,1,1
TOI-1224 c,TOI-1224,Transit,1,17.945466,,2.884,8.67,1.99,0.0,303.12,1.9952,3326.0,0.404,0.4,,4.893,37.3312,1,2
K2-155 c,K2-155,Transit,1,13.85,0.0946,2.6,7.27,2.27,,583.0,7.0,4258.0,0.58,0.65,-0.3,4.6,72.7998,1,3
TOI-712 d,TOI-712,Transit,1,84.8396,0.3405,2.474,6.68,2.42,0.073,313.6,1.6,4622.0,0.674,0.732,-0.02,4.645,58.6212,1,3
TOI-2088 b,TOI-2088,Transit,1,124.72997,0.472,3.6831179,37.0,2.0,0.0,300.33,1.7338,5081.0,0.8481,0.9027,0.339,4.533,126.46,1,1
WASP-1 b,WASP-1,Transit,1,2.5199454,0.03889,16.623,271.415,0.348,0.0,1812.0,2121.5175,6110.0,1.47,1.24,0.17,4.207,393.072,2,1
KELT-3 b,KELT-3,Transit,1,2.70339,0.04123,17.48604,616.5902,0.75,0.0,1816.0,1704.57,6304.0,1.7,1.96,0.05,4.2,210.252,2,1
WASP-107 b,WASP-107,Transit,1,5.7214742,0.055,10.53646,30.5,0.134,0.06,736.0,51.0,4425.0,0.67,0.683,0.02,4.633,64.7414,1,2
GJ 357 c,GJ 357,Radial Velocity,0,9.1247,0.061,1.66,3.4,4.08,,401.2,4.45,3505.0,0.337,0.342,-0.12,4.94,9.44181,1,3
Kepler-435 b,Kepler-435,Transit,1,8.6001536,0.0948,22.31,266.97,0.131,0.114,1729.0,677.917,6161.0,3.21,1.538,-0.18,3.613,1418.77,1,1
Qatar-5 b,Qatar-5,Transit,1,2.8792319,0.04127,12.408363,1373.0256,3.95,0.0,1415.0,669.0,5747.0,1.076,1.128,0.377,4.427,367.658,1,1
TOI-5799 b,TOI-5799,Transit,1,4.164507,0.0348,1.733,3.65,3.85,,505.0,11.91,3452.0,0.321,0.325,0.01,4.936,27.8123,1,2
WASP-132 d,WASP-132,Radial Velocity,0,1816.6,2.71,12.8,1639.99458012,4.3,0.12,107.0,0.0363,4686.0,0.758,0.789,0.15,4.56,122.91,1,3
HATS-56 b,HATS-56,Transit,1,4.324799,0.06043,18.920792,191.33366,0.155,0.019,1902.0,1080.87,6536.0,2.201,1.573,0.19,3.949,564.409,1,1
HD 97658 b,HD 97658,Radial Velocity,0,9.4897116,0.0805,2.12,8.3,4.8,0.05,751.0,41.924,5212.0,0.728,0.85,-0.23,4.64,21.5618,1,1
HAT-P-12 b,HAT-P-12,Transit,1,3.2130598,0.0384,10.749,67.059,0.3192,0.0,963.0,118.075,4650.0,0.701,0.733,-0.29,4.61,142.751,1,1
HAT-P-18 b,HAT-P-18,Transit,1,5.508023,0.0559,11.153,62.61,0.25,0.084,852.0,82.2407,4803.0,0.749,0.77,0.1,4.57,161.4,1,1
HAT-P-33 b,HAT-P-33,Transit,1,3.47447,0.04995,20.73665,292.4036,0.2,0.0,1782.0,1701.38,6446.0,1.79,1.82,0.05,4.15,396.11,2,1
HD 149026 b,HD 149026,Radial Velocity,0,2.87589,0.04364,8.29466,120.7754,0.75,0.0,1626.0,1095.91,6179.0,1.41,1.42,0.32,4.37,75.8643,1,1
TOI-6383 A b,TOI-6383 A,Transit,1,1.79058695,0.02292,11.29,331.0,1.26,0.05,745.0,51.3,3444.0,0.457,0.458,,4.81,171.319,2,1
WASP-117 b,WASP-117,Transit,1,10.02165,0.09459,11.88154,95.349,0.3445,0.3,1001.0,211.7917,6040.0,1.22,1.29,-0.11,4.28,157.963,1,1
HATS-16 b,HATS-16,Transit,1,2.686502,0.03744,14.5717,1039.3041,1.86,0.0,1592.0,994.8095,5738.0,1.238,0.97,-0.1,4.239,757.044,1,1
NGTS-21 b,NGTS-21,Transit,1,1.5433897,0.0236,14.90794433,750.07504052,1.25,0.0,1357.0,514.2853,4660.0,0.86,0.72,-0.26,4.63,592.891,1,1
HD 21520 b,HD 21520,Transit,1,25.1292,0.1726,2.697,17.7,1.35,0.0,637.0,25.7431,5871.0,1.044,1.09,0.049,4.42,79.208,1,1
TOI-3353.01,TOI-3353,Transit,1,4.6657965,0.060118218,2.6667555,7.59,2.2,,1264.36,313.0426,6365.0,1.0207,1.332089,,4.54516,78.7577,1,1
K2-14 b,K2-14,Transit,1,8.36802,0.0627,4.81,20.7,1.02,0.14,488.0,8.0,3789.0,0.45,0.47,-0.37,4.891,364.048,1,1
K2-15 b,K2-15,Transit,1,11.8104,0.091,2.48,6.71,2.42,,676.0,48.0,5131.0,0.68,0.72,-0.46,4.571,493.992,1,1
K2-17 b,K2-17,Transit,1,17.96753,0.119,2.23,5.6,2.77,0.18,487.0,4.91,4320.0,0.66,0.71,0.15,4.798,125.106,1,1
KIC 10525077 b,KIC 10525077,Transit,1,854.083,,5.5,25.9,0.855,,,,6091.0,1.01,1.01,-0.04,4.42,1461.15,1,1
KIC 5437945 b,KIC 5437945,Transit,1,440.7813,1.19671,6.4,33.6,0.704,0.0,308.0,2.9,6340.0,1.24,1.07,-0.38,4.16,1274.01,1,2
Kepler-442 b,Kepler-442,Transit,1,112.3053,0.409,1.34,2.36,5.39,0.04,241.0,0.66,4402.0,0.598,0.609,-0.37,4.673,365.965,1,1
HD 67087 b,HD 67087,Radial Velocity,0,352.2,1.08,13.1,973.0,2.38,0.17,,,6330.0,1.55,1.36,0.25,4.19,76.5217,1,2
TOI-1411 b,TOI-1411,Transit,1,1.4520527,0.02122,1.19880592,2.0,6.36,0.0,976.4,266.85,4115.0,0.614,0.6045,0.012,4.64,32.4778,1,1
K2-285 c,K2-285,Transit,1,7.138048,0.0824,3.53,15.68,1.95,0.0,741.4,50.35,4975.0,0.787,0.83,0.0,4.4,154.961,1,4
Kepler-785 b,Kepler-785,Transit,1,1.973760926,0.025,13.02,,,0.0,753.0,163.862,4739.0,0.71,0.77,-0.02,4.62,642.051,1,1
HATS-38 b,HATS-38,Transit,1,4.375021,0.05036,6.882326,23.51942,0.403,0.0,1294.0,464.7,5732.0,1.105,0.89,-0.102,4.301,343.525,1,1
HD 33844 c,HD 33844,Radial Velocity,0,916.0,2.24,13.5,556.2025,1.24,0.13,,,4861.0,5.29,1.78,0.27,3.24,105.779,1,2
HD 32963 b,HD 32963,Radial Velocity,0,2372.0,3.41,13.4,657.90480249,1.5,0.07,,,5727.0,1.111044,0.94,0.11,4.41,38.0786,1,1
Kepler-437 b,Kepler-437,Transit,1,66.65062,0.288,2.14,5.22,2.93,0.02,308.0,2.15,4551.0,0.68,0.707,0.0,4.629,304.0,1,1
HIP 78530 b,HIP 78530,Imaging,0,,740.0,12.0,7300.0,23.2,,2700.0,,10500.0,2.10876,2.5,-0.5,4.13086,136.759,1,1
1RXS J160929.1-210524 b,1RXS J160929.1-210524,Imaging,0,,330.0,18.647,3000.0,2.54,,1700.0,,4060.0,1.31316,0.85,,3.99592,139.135,1,1
OGLE-2012-BLG-0563L b,OGLE-2012-BLG-0563L,Microlensing,0,,0.74,13.6,120.0,0.262,,,,,,0.34,,,1300.0,1,1
Kepler-296 c,Kepler-296,Transit,1,5.8416366,0.0521,2.0,4.66,1.2,0.33,606.0,14.8,3740.0,0.48,0.498,-0.08,4.774,167.0,2,5
OGLE-2016-BLG-1266L b,OGLE-2016-BLG-1266L,Microlensing,0,,0.43,12.4,3813.940884,11.0,,,,,,0.015,,,3080.0,1,1
TOI-4603 b,TOI-4603,Transit,1,7.24599,0.0888,11.67975789,4096.80816623,14.1,0.325,1677.0,1192.0,6264.0,2.738,1.765,0.342,3.81,225.643,1,1
Kepler-731 b,Kepler-731,Transit,1,3.855603551,0.0505,13.88,,,0.0,1212.0,456.703,5849.0,1.06,1.03,0.04,4.41,1257.16,1,1
K2-265 b,K2-265,Transit,1,2.36902,0.03359,1.70824866,7.3418362,7.9,0.16,1366.0,592.0,5420.0,0.92,0.901,0.033,4.465,138.671,2,1
KMT-2022-BLG-1818L b,KMT-2022-BLG-1818L,Microlensing,0,,2.6,13.0,1271.313628,3.18,,,,,,0.79,,,5300.0,1,2
WASP-2 b,WASP-2,Transit,1,2.152175,0.03144,12.116929,295.89973,0.914,0.0054,1311.0,492.0,5180.0,0.866,0.895,0.12,4.514,153.242,2,1
HD 106315 c,HD 106315,Transit,1,21.05704,0.1536,4.35,15.2,1.01,0.22,886.0,97.0,6327.0,1.296,1.091,-0.311,4.252,109.353,1,2
WASP-28 b,WASP-28,Transit,1,3.40883495,0.0442,13.66374747,282.54945382,0.651163,0.0,1456.0,695.65,6084.0,1.083,0.993,-0.2,4.37,348.494,1,1
NGTS-33 b,NGTS-33,Transit,1,2.827972,0.048,18.38272835,1153.71711741,0.19,0.0,1991.0,2620.0,7437.0,1.47,1.6,-0.11,4.26,437.855,1,1
Kepler-856 b,Kepler-856,Transit,1,8.027680595,0.0787,9.3,63.3,0.432,0.0,824.0,153.497,5535.0,0.93,0.96,0.12,4.49,1351.17,1,1
HD 113538 b,HD 113538,Radial Velocity,0,663.2,1.24,13.2,114.41,0.273,0.14,,,4462.0,0.53,0.585,-0.24,3.79,16.2817,1,2
Kepler-79 e,Kepler-79,Transit,1,81.0659,0.386,3.49,4.1,0.53,0.012,511.0,18.78,6174.0,1.302,1.165,-0.0731,4.274,1020.72,1,4
Kepler-79 c,Kepler-79,Transit,1,27.4029,0.187,3.72,5.9,0.62,0.03,734.0,79.765,6174.0,1.302,1.165,-0.0731,4.274,1020.72,1,4
Kepler-296 d,Kepler-296,Transit,1,19.850291,0.118,2.09,5.02,1.9,0.33,403.0,2.9,3740.0,0.48,0.498,-0.08,4.774,167.0,2,5
BD+15 2375 b,BD+15 2375,Radial Velocity,0,153.22,0.576,13.8,337.21763,0.705,0.001,,,4649.0,8.95,1.08,-0.22,2.61,768.045,1,1
HD 5583 b,HD 5583,Radial Velocity,0,139.35,0.53,12.8,1837.0574,4.81,0.076,,,4830.0,9.09,1.01,-0.5,2.53,219.216,1,1
HD 113538 c,HD 113538,Radial Velocity,0,1818.0,2.44,13.8,295.57,0.618,0.2,,,4462.0,0.53,0.585,-0.24,3.79,16.2817,1,2
HD 30669 b,HD 30669,Radial Velocity,0,1684.0,2.69,14.3,149.37,0.281,0.18,,,5400.0,0.91,0.92,0.13,4.37,58.0844,1,1
Kepler-79 b,Kepler-79,Transit,1,13.4845,0.117,3.47,10.9,1.43,0.015,929.0,205.404,6174.0,1.302,1.165,-0.0731,4.274,1020.72,1,4
Kepler-296 e,Kepler-296,Transit,1,34.14211,0.169,1.53,2.96,4.1,0.33,337.0,1.41,3740.0,0.48,0.498,-0.08,4.774,167.0,2,5
Kepler-296 f,Kepler-296,Transit,1,63.33627,0.255,1.8,3.89,3.2,0.33,274.0,0.62,3740.0,0.48,0.498,-0.08,4.774,167.0,2,5
TOI-178 g,TOI-178,Transit,1,20.71663,0.1275,2.939,4.4,0.959369,0.00043,470.0,19.4978,4316.0,0.662,0.647,-0.23,4.45,62.699,1,6
WASP-180 A b,WASP-180 A,Transit,1,3.409264,0.048,13.89916,286.047,0.61,0.0,1540.0,918.3877,6600.0,1.19,1.3,0.1,4.42,253.985,2,1
TOI-421 b,TOI-421,Transit,1,5.197576,0.0554,2.64,6.7,2.040038,0.13,922.0,154.57,5291.0,0.866,0.833,-0.044,4.48,74.7969,2,2
HD 12484 b,HD 12484,Radial Velocity,0,58.83,0.297,13.2,947.1334,2.26,0.07,,,5920.0,1.001848,1.01,0.05,4.65,48.3367,1,1
HIP 65407 b,HIP 65407,Radial Velocity,0,28.125,0.177,14.3,136.03124,0.256,0.14,,,5460.0,0.952252,0.93,0.25,4.47,61.7804,1,2
HD 108341 b,HD 108341,Radial Velocity,0,1129.0,2.0,13.3,715.11391575,1.67,0.85,,,5122.0,0.79,0.843,0.04,4.45,48.9102,2,1
